Region,Expected Reports,Received Reports,Compliance (%),Week,Year,Source link,Source title,datetime_loaded
National,6884,5071,74,5,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-05-2024.pdf,IDSR Week 05 Bulletin (2024),2026-08-08T00:46:00Z
KP,2750,1590,58,4,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-04-2024.pdf,IDSR Week 04 Bulletin (2024),2026-08-08T00:46:03Z
AJK,382,368,96,4,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-04-2024.pdf,IDSR Week 04 Bulletin (2024),2026-08-08T00:46:03Z
ICT,70,52,74,4,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-04-2024.pdf,IDSR Week 04 Bulletin (2024),2026-08-08T00:46:03Z
Balochistan,1179,907,77,4,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-04-2024.pdf,IDSR Week 04 Bulletin (2024),2026-08-08T00:46:03Z
GB,374,374,100,4,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-04-2024.pdf,IDSR Week 04 Bulletin (2024),2026-08-08T00:46:03Z
Sindh,2088,1942,93,4,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-04-2024.pdf,IDSR Week 04 Bulletin (2024),2026-08-08T00:46:03Z
National,6843,5233,76,4,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-04-2024.pdf,IDSR Week 04 Bulletin (2024),2026-08-08T00:46:03Z
KP,2750,1552,56,3,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-03-2024.pdf,IDSR Week 03 Bulletin (2024),2026-08-08T00:46:06Z
AJK,382,334,87,3,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-03-2024.pdf,IDSR Week 03 Bulletin (2024),2026-08-08T00:46:06Z
ICT,70,56,80,3,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-03-2024.pdf,IDSR Week 03 Bulletin (2024),2026-08-08T00:46:06Z
Balochistan,1179,892,76,3,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-03-2024.pdf,IDSR Week 03 Bulletin (2024),2026-08-08T00:46:06Z
GB,390,352,91,3,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-03-2024.pdf,IDSR Week 03 Bulletin (2024),2026-08-08T00:46:06Z
Sindh,2088,1900,91,3,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-03-2024.pdf,IDSR Week 03 Bulletin (2024),2026-08-08T00:46:06Z
National,6859,5086,74,3,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-03-2024.pdf,IDSR Week 03 Bulletin (2024),2026-08-08T00:46:06Z
KP,2760,1512,55,2,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-02-2024.pdf,IDSR Week 02 Bulletin (2024),2026-08-08T00:46:09Z
AJK,382,340,89,2,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-02-2024.pdf,IDSR Week 02 Bulletin (2024),2026-08-08T00:46:09Z
ICT,70,42,60,2,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-02-2024.pdf,IDSR Week 02 Bulletin (2024),2026-08-08T00:46:09Z
Balochistan,1179,899,76,2,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-02-2024.pdf,IDSR Week 02 Bulletin (2024),2026-08-08T00:46:09Z
GB,390,349,89,2,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-02-2024.pdf,IDSR Week 02 Bulletin (2024),2026-08-08T00:46:09Z
Sindh,2088,1855,89,2,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-02-2024.pdf,IDSR Week 02 Bulletin (2024),2026-08-08T00:46:09Z
National,6869,4993,73,2,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-02-2024.pdf,IDSR Week 02 Bulletin (2024),2026-08-08T00:46:09Z
KP,2658,1488,56,1,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-01-2024.pdf,IDSR Week 01 Bulletin (2024),2026-08-08T00:46:11Z
AJK,382,376,98,1,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-01-2024.pdf,IDSR Week 01 Bulletin (2024),2026-08-08T00:46:11Z
ICT,70,48,69,1,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-01-2024.pdf,IDSR Week 01 Bulletin (2024),2026-08-08T00:46:11Z
Balochistan,1179,867,74,1,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-01-2024.pdf,IDSR Week 01 Bulletin (2024),2026-08-08T00:46:11Z
GB,390,337,86,1,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-01-2024.pdf,IDSR Week 01 Bulletin (2024),2026-08-08T00:46:11Z
Sindh,2088,1886,90,1,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-01-2024.pdf,IDSR Week 01 Bulletin (2024),2026-08-08T00:46:11Z
National,6767,5002,74,1,2024,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-01-2024.pdf,IDSR Week 01 Bulletin (2024),2026-08-08T00:46:11Z
KP,2658,1530,58,52,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-52-2023.pdf,IDSR Week 52 Bulletin (2023),2026-08-08T00:46:15Z
AJK,382,354,93,52,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-52-2023.pdf,IDSR Week 52 Bulletin (2023),2026-08-08T00:46:15Z
ICT,70,6,9,52,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-52-2023.pdf,IDSR Week 52 Bulletin (2023),2026-08-08T00:46:15Z
Balochistan,1179,1041,88,52,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-52-2023.pdf,IDSR Week 52 Bulletin (2023),2026-08-08T00:46:15Z
GB,390,262,67,52,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-52-2023.pdf,IDSR Week 52 Bulletin (2023),2026-08-08T00:46:15Z
Sindh,2088,1819,87,52,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-52-2023.pdf,IDSR Week 52 Bulletin (2023),2026-08-08T00:46:15Z
National,6767,5012,74,52,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-52-2023.pdf,IDSR Week 52 Bulletin (2023),2026-08-08T00:46:15Z
KP,2689,1477,55,51,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-51-2023.pdf,IDSR Week 51 Bulletin (2023),2026-08-08T00:46:18Z
AJK,382,368,96,51,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-51-2023.pdf,IDSR Week 51 Bulletin (2023),2026-08-08T00:46:18Z
ICT,70,54,77,51,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-51-2023.pdf,IDSR Week 51 Bulletin (2023),2026-08-08T00:46:18Z
Balochistan,1178,918,78,51,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-51-2023.pdf,IDSR Week 51 Bulletin (2023),2026-08-08T00:46:18Z
GB,390,309,79,51,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-51-2023.pdf,IDSR Week 51 Bulletin (2023),2026-08-08T00:46:18Z
Sindh,2092,1875,90,51,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-51-2023.pdf,IDSR Week 51 Bulletin (2023),2026-08-08T00:46:18Z
National,6801,5001,74,51,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-51-2023.pdf,IDSR Week 51 Bulletin (2023),2026-08-08T00:46:18Z
KP,2658,1555,59,50,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-50-2023.pdf,IDSR Week 50 Bulletin (2023),2026-08-08T00:46:21Z
AJK,382,335,88,50,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-50-2023.pdf,IDSR Week 50 Bulletin (2023),2026-08-08T00:46:21Z
ICT,70,40,57,50,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-50-2023.pdf,IDSR Week 50 Bulletin (2023),2026-08-08T00:46:21Z
Balochistan,1178,911,77,50,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-50-2023.pdf,IDSR Week 50 Bulletin (2023),2026-08-08T00:46:21Z
GB,440,318,72,50,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-50-2023.pdf,IDSR Week 50 Bulletin (2023),2026-08-08T00:46:21Z
Sindh,2088,1906,91,50,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-50-2023.pdf,IDSR Week 50 Bulletin (2023),2026-08-08T00:46:21Z
National,6816,5065,74,50,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-50-2023.pdf,IDSR Week 50 Bulletin (2023),2026-08-08T00:46:21Z
KP,2689,1552,58,49,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-49-2023.pdf,IDSR Week 49 Bulletin (2023),2026-08-08T00:46:24Z
AJK,384,351,91,49,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-49-2023.pdf,IDSR Week 49 Bulletin (2023),2026-08-08T00:46:24Z
ICT,70,12,17,49,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-49-2023.pdf,IDSR Week 49 Bulletin (2023),2026-08-08T00:46:24Z
Balochistan,1178,879,75,49,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-49-2023.pdf,IDSR Week 49 Bulletin (2023),2026-08-08T00:46:24Z
GB,418,324,78,49,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-49-2023.pdf,IDSR Week 49 Bulletin (2023),2026-08-08T00:46:24Z
Sindh,2092,1830,87,49,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-49-2023.pdf,IDSR Week 49 Bulletin (2023),2026-08-08T00:46:24Z
National,6831,4948,72,49,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-49-2023.pdf,IDSR Week 49 Bulletin (2023),2026-08-08T00:46:24Z
KP,2658,1560,59,48,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-48-2023.pdf,IDSR Week 48 Bulletin (2023),2026-08-08T00:46:27Z
AJK,404,311,77,48,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-48-2023.pdf,IDSR Week 48 Bulletin (2023),2026-08-08T00:46:27Z
ICT,70,40,57,48,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-48-2023.pdf,IDSR Week 48 Bulletin (2023),2026-08-08T00:46:27Z
Balochistan,1178,882,75,48,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-48-2023.pdf,IDSR Week 48 Bulletin (2023),2026-08-08T00:46:27Z
GB,440,325,74,48,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-48-2023.pdf,IDSR Week 48 Bulletin (2023),2026-08-08T00:46:27Z
Sindh,2088,1738,83,48,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-48-2023.pdf,IDSR Week 48 Bulletin (2023),2026-08-08T00:46:27Z
National,6838,4856,71,48,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-48-2023.pdf,IDSR Week 48 Bulletin (2023),2026-08-08T00:46:27Z
KP,2658,1540,58,47,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-47-2023.pdf,IDSR Week 47 Bulletin (2023),2026-08-08T00:46:30Z
AJK,404,356,88,47,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-47-2023.pdf,IDSR Week 47 Bulletin (2023),2026-08-08T00:46:30Z
ICT,27,8,30,47,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-47-2023.pdf,IDSR Week 47 Bulletin (2023),2026-08-08T00:46:30Z
Balochistan,1178,830,70,47,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-47-2023.pdf,IDSR Week 47 Bulletin (2023),2026-08-08T00:46:30Z
GB,440,278,63,47,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-47-2023.pdf,IDSR Week 47 Bulletin (2023),2026-08-08T00:46:30Z
Sindh,2088,1788,86,47,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-47-2023.pdf,IDSR Week 47 Bulletin (2023),2026-08-08T00:46:30Z
National,6795,4800,71,47,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-47-2023.pdf,IDSR Week 47 Bulletin (2023),2026-08-08T00:46:30Z
KP,2335,1547,66,46,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-46-2023.pdf,IDSR Week 46 Bulletin (2023),2026-08-08T00:46:33Z
AJK,404,353,87,46,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-46-2023.pdf,IDSR Week 46 Bulletin (2023),2026-08-08T00:46:33Z
ICT,27,8,30,46,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-46-2023.pdf,IDSR Week 46 Bulletin (2023),2026-08-08T00:46:33Z
Balochistan,1182,916,77,46,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-46-2023.pdf,IDSR Week 46 Bulletin (2023),2026-08-08T00:46:33Z
GB,440,257,58,46,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-46-2023.pdf,IDSR Week 46 Bulletin (2023),2026-08-08T00:46:33Z
Sindh,2088,1885,90,46,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-46-2023.pdf,IDSR Week 46 Bulletin (2023),2026-08-08T00:46:33Z
National,6476,4966,77,46,2023,https://www.nih.org.pk/wp-content/uploads/2024/01/Weekly Report-46-2023.pdf,IDSR Week 46 Bulletin (2023),2026-08-08T00:46:33Z
KP,2017,1406,71,45,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-45-2023.pdf,IDSR Week 45 Bulletin (2023),2026-08-08T00:46:36Z
AJK,404,308,76,45,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-45-2023.pdf,IDSR Week 45 Bulletin (2023),2026-08-08T00:46:36Z
ICT,70,24,34,45,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-45-2023.pdf,IDSR Week 45 Bulletin (2023),2026-08-08T00:46:36Z
Balochistan,1238,881,71,45,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-45-2023.pdf,IDSR Week 45 Bulletin (2023),2026-08-08T00:46:36Z
GB,440,183,42,45,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-45-2023.pdf,IDSR Week 45 Bulletin (2023),2026-08-08T00:46:36Z
Sindh,2088,1852,89,45,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-45-2023.pdf,IDSR Week 45 Bulletin (2023),2026-08-08T00:46:36Z
National,6257,4654,74,45,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-45-2023.pdf,IDSR Week 45 Bulletin (2023),2026-08-08T00:46:36Z
KP,2013,1418,70,44,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-44-2023.pdf,IDSR Week 44 Bulletin (2023),2026-08-08T00:46:39Z
AJK,380,282,74,44,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-44-2023.pdf,IDSR Week 44 Bulletin (2023),2026-08-08T00:46:39Z
ICT,27,4,15,44,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-44-2023.pdf,IDSR Week 44 Bulletin (2023),2026-08-08T00:46:39Z
Balochistan,1270,889,70,44,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-44-2023.pdf,IDSR Week 44 Bulletin (2023),2026-08-08T00:46:39Z
GB,440,158,36,44,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-44-2023.pdf,IDSR Week 44 Bulletin (2023),2026-08-08T00:46:39Z
Sindh,2038,1881,92,44,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-44-2023.pdf,IDSR Week 44 Bulletin (2023),2026-08-08T00:46:39Z
National,6168,4632,75,44,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-44-2023.pdf,IDSR Week 44 Bulletin (2023),2026-08-08T00:46:39Z
KP,1865,1382,74,43,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-43-2023.pdf,IDSR Week 43 Bulletin (2023),2026-08-08T00:46:42Z
AJK,377,333,88,43,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-43-2023.pdf,IDSR Week 43 Bulletin (2023),2026-08-08T00:46:42Z
ICT,27,16,59,43,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-43-2023.pdf,IDSR Week 43 Bulletin (2023),2026-08-08T00:46:42Z
Balochistan,1304,861,66,43,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-43-2023.pdf,IDSR Week 43 Bulletin (2023),2026-08-08T00:46:42Z
GB,479,129,27,43,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-43-2023.pdf,IDSR Week 43 Bulletin (2023),2026-08-08T00:46:42Z
Sindh,2038,1864,91,43,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-43-2023.pdf,IDSR Week 43 Bulletin (2023),2026-08-08T00:46:42Z
National,6090,4585,75,43,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-43-2023.pdf,IDSR Week 43 Bulletin (2023),2026-08-08T00:46:42Z
KP,1865,1424,76,42,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-42-2023.pdf,IDSR Week 42 Bulletin (2023),2026-08-08T00:46:45Z
AJK,377,325,86,42,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-42-2023.pdf,IDSR Week 42 Bulletin (2023),2026-08-08T00:46:45Z
ICT,27,10,37,42,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-42-2023.pdf,IDSR Week 42 Bulletin (2023),2026-08-08T00:46:45Z
Balochistan,1304,893,68,42,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-42-2023.pdf,IDSR Week 42 Bulletin (2023),2026-08-08T00:46:45Z
GB,479,138,29,42,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-42-2023.pdf,IDSR Week 42 Bulletin (2023),2026-08-08T00:46:45Z
Sindh,1861,1693,91,42,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-42-2023.pdf,IDSR Week 42 Bulletin (2023),2026-08-08T00:46:45Z
National,5913,4483,76,42,2023,https://www.nih.org.pk/wp-content/uploads/2023/11/Weekly Report-42-2023.pdf,IDSR Week 42 Bulletin (2023),2026-08-08T00:46:45Z
KP,1778,1380,78,41,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_41_2023.pdf,IDSR Week 41 Bulletin (2023),2026-08-08T00:46:48Z
AJK,377,333,88,41,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_41_2023.pdf,IDSR Week 41 Bulletin (2023),2026-08-08T00:46:48Z
ICT,27,27,100,41,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_41_2023.pdf,IDSR Week 41 Bulletin (2023),2026-08-08T00:46:48Z
Balochistan,1249,843,67,41,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_41_2023.pdf,IDSR Week 41 Bulletin (2023),2026-08-08T00:46:48Z
GB,479,154,32,41,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_41_2023.pdf,IDSR Week 41 Bulletin (2023),2026-08-08T00:46:48Z
Sindh,1949,1871,96,41,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_41_2023.pdf,IDSR Week 41 Bulletin (2023),2026-08-08T00:46:48Z
National,5859,4608,79,41,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_41_2023.pdf,IDSR Week 41 Bulletin (2023),2026-08-08T00:46:48Z
KP,1778,1376,77,40,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-40-2023.pdf,IDSR Week 40 Bulletin (2023),2026-08-08T00:46:51Z
AJK,377,355,94,40,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-40-2023.pdf,IDSR Week 40 Bulletin (2023),2026-08-08T00:46:51Z
ICT,27,27,100,40,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-40-2023.pdf,IDSR Week 40 Bulletin (2023),2026-08-08T00:46:51Z
Balochistan,1249,841,67,40,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-40-2023.pdf,IDSR Week 40 Bulletin (2023),2026-08-08T00:46:51Z
GB,479,120,25,40,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-40-2023.pdf,IDSR Week 40 Bulletin (2023),2026-08-08T00:46:51Z
Sindh,1857,1699,91,40,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-40-2023.pdf,IDSR Week 40 Bulletin (2023),2026-08-08T00:46:51Z
National,5767,4418,77,40,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-40-2023.pdf,IDSR Week 40 Bulletin (2023),2026-08-08T00:46:51Z
KP,1776,1335,75,39,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-39-2023.pdf,IDSR Week 39 Bulletin (2023),2026-08-08T00:46:54Z
AJK,375,295,79,39,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-39-2023.pdf,IDSR Week 39 Bulletin (2023),2026-08-08T00:46:54Z
ICT,27,4,15,39,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-39-2023.pdf,IDSR Week 39 Bulletin (2023),2026-08-08T00:46:54Z
Balochistan,1255,772,62,39,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-39-2023.pdf,IDSR Week 39 Bulletin (2023),2026-08-08T00:46:54Z
GB,479,165,34,39,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-39-2023.pdf,IDSR Week 39 Bulletin (2023),2026-08-08T00:46:54Z
Sindh,1857,1727,93,39,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-39-2023.pdf,IDSR Week 39 Bulletin (2023),2026-08-08T00:46:54Z
National,5769,4298,75,39,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-39-2023.pdf,IDSR Week 39 Bulletin (2023),2026-08-08T00:46:54Z
KP,1672,1293,77,38,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-38-2023.pdf,IDSR Week 38 Bulletin (2023),2026-08-08T00:46:56Z
AJK,375,307,82,38,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-38-2023.pdf,IDSR Week 38 Bulletin (2023),2026-08-08T00:46:56Z
ICT,27,21,78,38,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-38-2023.pdf,IDSR Week 38 Bulletin (2023),2026-08-08T00:46:56Z
Balochistan,1184,740,63,38,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-38-2023.pdf,IDSR Week 38 Bulletin (2023),2026-08-08T00:46:56Z
GB,427,133,31,38,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-38-2023.pdf,IDSR Week 38 Bulletin (2023),2026-08-08T00:46:56Z
Sindh,1834,1679,92,38,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-38-2023.pdf,IDSR Week 38 Bulletin (2023),2026-08-08T00:46:56Z
National,5519,4173,76,38,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-38-2023.pdf,IDSR Week 38 Bulletin (2023),2026-08-08T00:46:56Z
KP,1693,1275,75,37,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-37-2023.pdf,IDSR Week 37 Bulletin (2023),2026-08-08T00:47:00Z
AJK,375,359,96,37,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-37-2023.pdf,IDSR Week 37 Bulletin (2023),2026-08-08T00:47:00Z
ICT,27,25,93,37,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-37-2023.pdf,IDSR Week 37 Bulletin (2023),2026-08-08T00:47:00Z
Balochistan,1119,723,65,37,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-37-2023.pdf,IDSR Week 37 Bulletin (2023),2026-08-08T00:47:00Z
GB,348,94,27,37,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-37-2023.pdf,IDSR Week 37 Bulletin (2023),2026-08-08T00:47:00Z
Sindh,1834,1697,93,37,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-37-2023.pdf,IDSR Week 37 Bulletin (2023),2026-08-08T00:47:00Z
National,5396,4173,77,37,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly Report-37-2023.pdf,IDSR Week 37 Bulletin (2023),2026-08-08T00:47:00Z
KP,1776,1276,72,36,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_36_2023.pdf,IDSR Week 36 Bulletin (2023),2026-08-08T00:47:03Z
AJK,375,345,92,36,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_36_2023.pdf,IDSR Week 36 Bulletin (2023),2026-08-08T00:47:03Z
ICT,27,27,100,36,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_36_2023.pdf,IDSR Week 36 Bulletin (2023),2026-08-08T00:47:03Z
Balochistan,1297,675,52,36,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_36_2023.pdf,IDSR Week 36 Bulletin (2023),2026-08-08T00:47:03Z
GB,433,56,13,36,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_36_2023.pdf,IDSR Week 36 Bulletin (2023),2026-08-08T00:47:03Z
Sindh,1834,1687,92,36,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_36_2023.pdf,IDSR Week 36 Bulletin (2023),2026-08-08T00:47:03Z
National,5742,4066,71,36,2023,https://www.nih.org.pk/wp-content/uploads/2023/10/Weekly_Report_36_2023.pdf,IDSR Week 36 Bulletin (2023),2026-08-08T00:47:03Z
KP,1635,1192,73,35,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_35_2023.pdf,IDSR Week 35 Bulletin (2023),2026-08-08T00:47:06Z
AJK,375,344,92,35,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_35_2023.pdf,IDSR Week 35 Bulletin (2023),2026-08-08T00:47:06Z
ICT,27,27,100,35,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_35_2023.pdf,IDSR Week 35 Bulletin (2023),2026-08-08T00:47:06Z
Balochistan,965,606,63,35,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_35_2023.pdf,IDSR Week 35 Bulletin (2023),2026-08-08T00:47:06Z
GB,216,59,27,35,2023,https://www.nih.org.pk/wp-content/uploads/2023/09/Weekly_Report_35_2023.pdf,IDSR Week 35 Bulletin (2023),2026-08-08T00:47:06Z
