Region,Expected Reports,Received Reports,Compliance (%),Week,Year,Source link,Source title,datetime_loaded
KP,2704,1769,65,40,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-40-2025.pdf,IDSRS Week 40 Bulletin (2025),2026-08-08T00:41:53Z
AJK,469,412,88,40,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-40-2025.pdf,IDSRS Week 40 Bulletin (2025),2026-08-08T00:41:53Z
ICT,38,26,68,40,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-40-2025.pdf,IDSRS Week 40 Bulletin (2025),2026-08-08T00:41:53Z
Balochistan,1308,743,57,40,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-40-2025.pdf,IDSRS Week 40 Bulletin (2025),2026-08-08T00:41:53Z
GB,417,374,90,40,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-40-2025.pdf,IDSRS Week 40 Bulletin (2025),2026-08-08T00:41:53Z
Sindh,2111,2059,98,40,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-40-2025.pdf,IDSRS Week 40 Bulletin (2025),2026-08-08T00:41:53Z
National,7047,5425,76,40,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-40-2025.pdf,IDSRS Week 40 Bulletin (2025),2026-08-08T00:41:53Z
KP,2704,1802,67,39,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-39-2025.pdf,IDSRS Week 39 Bulletin (2025),2026-08-08T00:41:55Z
AJK,469,357,76,39,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-39-2025.pdf,IDSRS Week 39 Bulletin (2025),2026-08-08T00:41:55Z
ICT,38,30,79,39,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-39-2025.pdf,IDSRS Week 39 Bulletin (2025),2026-08-08T00:41:55Z
Balochistan,1308,795,61,39,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-39-2025.pdf,IDSRS Week 39 Bulletin (2025),2026-08-08T00:41:55Z
GB,417,380,91,39,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-39-2025.pdf,IDSRS Week 39 Bulletin (2025),2026-08-08T00:41:55Z
Sindh,2111,2061,98,39,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-39-2025.pdf,IDSRS Week 39 Bulletin (2025),2026-08-08T00:41:55Z
National,7047,5425,77,39,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-39-2025.pdf,IDSRS Week 39 Bulletin (2025),2026-08-08T00:41:55Z
KP,2704,1752,65,38,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-38-2025.pdf,IDSRS Week 38 Bulletin (2025),2026-08-08T00:41:58Z
AJK,469,459,98,38,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-38-2025.pdf,IDSRS Week 38 Bulletin (2025),2026-08-08T00:41:58Z
ICT,38,26,68,38,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-38-2025.pdf,IDSRS Week 38 Bulletin (2025),2026-08-08T00:41:58Z
Balochistan,1308,793,61,38,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-38-2025.pdf,IDSRS Week 38 Bulletin (2025),2026-08-08T00:41:58Z
GB,417,378,91,38,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-38-2025.pdf,IDSRS Week 38 Bulletin (2025),2026-08-08T00:41:58Z
Sindh,2111,2065,98,38,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-38-2025.pdf,IDSRS Week 38 Bulletin (2025),2026-08-08T00:41:58Z
National,7047,5473,78,38,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-38-2025.pdf,IDSRS Week 38 Bulletin (2025),2026-08-08T00:41:58Z
KP,2704,1701,63,37,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-37-2025.pdf,IDSRS Week 37 Bulletin (2025),2026-08-08T00:42:00Z
AJK,469,466,99,37,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-37-2025.pdf,IDSRS Week 37 Bulletin (2025),2026-08-08T00:42:00Z
ICT,38,31,82,37,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-37-2025.pdf,IDSRS Week 37 Bulletin (2025),2026-08-08T00:42:00Z
Balochistan,1308,800,61,37,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-37-2025.pdf,IDSRS Week 37 Bulletin (2025),2026-08-08T00:42:00Z
GB,417,366,88,37,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-37-2025.pdf,IDSRS Week 37 Bulletin (2025),2026-08-08T00:42:00Z
Sindh,2111,2055,97,37,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-37-2025.pdf,IDSRS Week 37 Bulletin (2025),2026-08-08T00:42:00Z
National,7047,5419,77,37,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-37-2025.pdf,IDSRS Week 37 Bulletin (2025),2026-08-08T00:42:00Z
KP,2704,1720,64,36,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-36-2025.pdf,IDSRS Week 36 Bulletin (2025),2026-08-08T00:42:03Z
AJK,469,468,100,36,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-36-2025.pdf,IDSRS Week 36 Bulletin (2025),2026-08-08T00:42:03Z
ICT,38,29,76,36,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-36-2025.pdf,IDSRS Week 36 Bulletin (2025),2026-08-08T00:42:03Z
National,1308,770,59,36,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-36-2025.pdf,IDSRS Week 36 Bulletin (2025),2026-08-08T00:42:03Z
KP,2704,1753,65,35,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-35-2025.pdf,IDSRS Week 35 Bulletin (2025),2026-08-08T00:42:05Z
AJK,454,445,98,35,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-35-2025.pdf,IDSRS Week 35 Bulletin (2025),2026-08-08T00:42:05Z
ICT,38,30,79,35,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-35-2025.pdf,IDSRS Week 35 Bulletin (2025),2026-08-08T00:42:05Z
Balochistan,1308,799,61,35,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-35-2025.pdf,IDSRS Week 35 Bulletin (2025),2026-08-08T00:42:05Z
GB,410,372,91,35,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-35-2025.pdf,IDSRS Week 35 Bulletin (2025),2026-08-08T00:42:05Z
Sindh,2111,2049,97,35,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-35-2025.pdf,IDSRS Week 35 Bulletin (2025),2026-08-08T00:42:05Z
National,7025,5448,78,35,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-35-2025.pdf,IDSRS Week 35 Bulletin (2025),2026-08-08T00:42:05Z
KP,2704,1820,67,34,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-34-2025.pdf,IDSRS Week 34 Bulletin (2025),2026-08-08T00:42:08Z
AJK,454,433,95,34,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-34-2025.pdf,IDSRS Week 34 Bulletin (2025),2026-08-08T00:42:08Z
ICT,38,27,71,34,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-34-2025.pdf,IDSRS Week 34 Bulletin (2025),2026-08-08T00:42:08Z
Balochistan,1308,716,55,34,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-34-2025.pdf,IDSRS Week 34 Bulletin (2025),2026-08-08T00:42:08Z
GB,410,377,92,34,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-34-2025.pdf,IDSRS Week 34 Bulletin (2025),2026-08-08T00:42:08Z
Sindh,2111,2068,98,34,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-34-2025.pdf,IDSRS Week 34 Bulletin (2025),2026-08-08T00:42:08Z
National,6986,5289,78,34,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-34-2025.pdf,IDSRS Week 34 Bulletin (2025),2026-08-08T00:42:08Z
KP,2704,1693,63,33,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-33-2025.pdf,IDSRS Week 33 Bulletin (2025),2026-08-08T00:42:10Z
AJK,454,422,93,33,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-33-2025.pdf,IDSRS Week 33 Bulletin (2025),2026-08-08T00:42:10Z
ICT,38,29,76,33,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-33-2025.pdf,IDSRS Week 33 Bulletin (2025),2026-08-08T00:42:10Z
Balochistan,1308,578,44,33,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-33-2025.pdf,IDSRS Week 33 Bulletin (2025),2026-08-08T00:42:10Z
GB,410,377,92,33,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-33-2025.pdf,IDSRS Week 33 Bulletin (2025),2026-08-08T00:42:10Z
Sindh,2111,2033,96,33,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-33-2025.pdf,IDSRS Week 33 Bulletin (2025),2026-08-08T00:42:10Z
National,6986,5289,73,33,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-33-2025.pdf,IDSRS Week 33 Bulletin (2025),2026-08-08T00:42:10Z
KP,2704,1734,64,32,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-32-2025.pdf,IDSRS Week 32 Bulletin (2025),2026-08-08T00:42:13Z
AJK,415,370,89,32,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-32-2025.pdf,IDSRS Week 32 Bulletin (2025),2026-08-08T00:42:13Z
ICT,38,28,74,32,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-32-2025.pdf,IDSRS Week 32 Bulletin (2025),2026-08-08T00:42:13Z
Balochistan,1308,475,36,32,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-32-2025.pdf,IDSRS Week 32 Bulletin (2025),2026-08-08T00:42:13Z
GB,410,377,92,32,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-32-2025.pdf,IDSRS Week 32 Bulletin (2025),2026-08-08T00:42:13Z
Sindh,2111,2026,96,32,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-32-2025.pdf,IDSRS Week 32 Bulletin (2025),2026-08-08T00:42:13Z
National,6986,5289,72,32,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly_Report-32-2025.pdf,IDSRS Week 32 Bulletin (2025),2026-08-08T00:42:13Z
KP,2704,1699,63,31,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-31-2025.pdf,IDSRS Week 31 Bulletin (2025),2026-08-08T00:42:16Z
AJK,415,401,97,31,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-31-2025.pdf,IDSRS Week 31 Bulletin (2025),2026-08-08T00:42:16Z
ICT,38,29,76,31,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-31-2025.pdf,IDSRS Week 31 Bulletin (2025),2026-08-08T00:42:16Z
Balochistan,1308,753,58,31,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-31-2025.pdf,IDSRS Week 31 Bulletin (2025),2026-08-08T00:42:16Z
GB,410,380,93,31,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-31-2025.pdf,IDSRS Week 31 Bulletin (2025),2026-08-08T00:42:16Z
Sindh,2111,2058,97,31,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-31-2025.pdf,IDSRS Week 31 Bulletin (2025),2026-08-08T00:42:16Z
National,6986,5289,76,31,2025,https://www.nih.org.pk/wp-content/uploads/2025/11/Weekly Report-31-2025.pdf,IDSRS Week 31 Bulletin (2025),2026-08-08T00:42:16Z
KP,2704,1682,62,30,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-30-2025.pdf,IDSRS Week 30 Bulletin (2025),2026-08-08T00:42:18Z
AJK,415,396,95,30,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-30-2025.pdf,IDSRS Week 30 Bulletin (2025),2026-08-08T00:42:18Z
ICT,38,28,74,30,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-30-2025.pdf,IDSRS Week 30 Bulletin (2025),2026-08-08T00:42:18Z
Balochistan,1308,786,60,30,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-30-2025.pdf,IDSRS Week 30 Bulletin (2025),2026-08-08T00:42:18Z
GB,410,378,92,30,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-30-2025.pdf,IDSRS Week 30 Bulletin (2025),2026-08-08T00:42:18Z
Sindh,2111,2019,96,30,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-30-2025.pdf,IDSRS Week 30 Bulletin (2025),2026-08-08T00:42:18Z
National,6986,5289,76,30,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-30-2025.pdf,IDSRS Week 30 Bulletin (2025),2026-08-08T00:42:18Z
KP,2704,1708,63,29,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-29-2025.pdf,IDSRS Week 29 Bulletin (2025),2026-08-08T00:42:21Z
AJK,414,381,92,29,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-29-2025.pdf,IDSRS Week 29 Bulletin (2025),2026-08-08T00:42:21Z
ICT,38,29,76,29,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-29-2025.pdf,IDSRS Week 29 Bulletin (2025),2026-08-08T00:42:21Z
National,1308,834,64,29,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-29-2025.pdf,IDSRS Week 29 Bulletin (2025),2026-08-08T00:42:21Z
KP,2704,1697,63,28,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-28-2025.pdf,IDSRS Week 28 Bulletin (2025),2026-08-08T00:42:24Z
AJK,404,382,95,28,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-28-2025.pdf,IDSRS Week 28 Bulletin (2025),2026-08-08T00:42:24Z
ICT,38,29,76,28,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-28-2025.pdf,IDSRS Week 28 Bulletin (2025),2026-08-08T00:42:24Z
National,1308,852,65,28,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-28-2025.pdf,IDSRS Week 28 Bulletin (2025),2026-08-08T00:42:24Z
KP,2704,1661,61,27,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-27-2025.pdf,IDSRS Week 27 Bulletin (2025),2026-08-08T00:42:26Z
AJK,404,372,92,27,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-27-2025.pdf,IDSRS Week 27 Bulletin (2025),2026-08-08T00:42:26Z
ICT,38,31,82,27,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-27-2025.pdf,IDSRS Week 27 Bulletin (2025),2026-08-08T00:42:26Z
Balochistan,1308,543,42,27,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-27-2025.pdf,IDSRS Week 27 Bulletin (2025),2026-08-08T00:42:26Z
GB,410,379,92,27,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-27-2025.pdf,IDSRS Week 27 Bulletin (2025),2026-08-08T00:42:26Z
Sindh,2111,2009,95,27,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-27-2025.pdf,IDSRS Week 27 Bulletin (2025),2026-08-08T00:42:26Z
National,6975,4995,72,27,2025,https://www.nih.org.pk/wp-content/uploads/2025/09/Weekly_Report-27-2025.pdf,IDSRS Week 27 Bulletin (2025),2026-08-08T00:42:26Z
KP,2704,1737,64,26,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report_26-2025.pdf,IDSR Week 26 Bulletin (2025),2026-08-08T00:42:30Z
AJK,404,380,94,26,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report_26-2025.pdf,IDSR Week 26 Bulletin (2025),2026-08-08T00:42:30Z
ICT,38,29,76,26,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report_26-2025.pdf,IDSR Week 26 Bulletin (2025),2026-08-08T00:42:30Z
Balochistan,1308,564,43,26,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report_26-2025.pdf,IDSR Week 26 Bulletin (2025),2026-08-08T00:42:30Z
GB,410,380,93,26,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report_26-2025.pdf,IDSR Week 26 Bulletin (2025),2026-08-08T00:42:30Z
Sindh,2111,2038,97,26,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report_26-2025.pdf,IDSR Week 26 Bulletin (2025),2026-08-08T00:42:30Z
National,6975,5128,74,26,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report_26-2025.pdf,IDSR Week 26 Bulletin (2025),2026-08-08T00:42:30Z
KP,2704,1724,64,25,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-25-2025.pdf,IDSR Week 25 Bulletin (2025),2026-08-08T00:42:32Z
AJK,404,381,94,25,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-25-2025.pdf,IDSR Week 25 Bulletin (2025),2026-08-08T00:42:32Z
ICT,38,29,76,25,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-25-2025.pdf,IDSR Week 25 Bulletin (2025),2026-08-08T00:42:32Z
Balochistan,1308,555,42,25,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-25-2025.pdf,IDSR Week 25 Bulletin (2025),2026-08-08T00:42:32Z
GB,410,377,92,25,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-25-2025.pdf,IDSR Week 25 Bulletin (2025),2026-08-08T00:42:32Z
Sindh,2111,2028,96,25,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-25-2025.pdf,IDSR Week 25 Bulletin (2025),2026-08-08T00:42:32Z
National,6975,5094,73,25,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-25-2025.pdf,IDSR Week 25 Bulletin (2025),2026-08-08T00:42:32Z
KP,2704,1726,64,24,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-24-2025.pdf,IDSR Week 24 Bulletin (2025),2026-08-08T00:42:35Z
AJK,404,342,85,24,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-24-2025.pdf,IDSR Week 24 Bulletin (2025),2026-08-08T00:42:35Z
ICT,38,28,74,24,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-24-2025.pdf,IDSR Week 24 Bulletin (2025),2026-08-08T00:42:35Z
Balochistan,1308,611,47,24,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-24-2025.pdf,IDSR Week 24 Bulletin (2025),2026-08-08T00:42:35Z
GB,410,378,92,24,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-24-2025.pdf,IDSR Week 24 Bulletin (2025),2026-08-08T00:42:35Z
Sindh,2111,2039,97,24,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-24-2025.pdf,IDSR Week 24 Bulletin (2025),2026-08-08T00:42:35Z
National,6975,5124,73,24,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-24-2025.pdf,IDSR Week 24 Bulletin (2025),2026-08-08T00:42:35Z
KP,2704,1557,58,23,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-23-2025.pdf,IDSR Week 23 Bulletin (2025),2026-08-08T00:42:37Z
AJK,404,379,94,23,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-23-2025.pdf,IDSR Week 23 Bulletin (2025),2026-08-08T00:42:37Z
ICT,38,28,74,23,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-23-2025.pdf,IDSR Week 23 Bulletin (2025),2026-08-08T00:42:37Z
Balochistan,1308,353,27,23,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-23-2025.pdf,IDSR Week 23 Bulletin (2025),2026-08-08T00:42:37Z
GB,410,368,90,23,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-23-2025.pdf,IDSR Week 23 Bulletin (2025),2026-08-08T00:42:37Z
Sindh,2111,1943,92,23,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-23-2025.pdf,IDSR Week 23 Bulletin (2025),2026-08-08T00:42:37Z
National,6975,4628,66,23,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-23-2025.pdf,IDSR Week 23 Bulletin (2025),2026-08-08T00:42:37Z
KP,2701,1732,64,22,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-22-2025.pdf,IDSR Week 22 Bulletin (2025),2026-08-08T00:42:40Z
AJK,404,379,94,22,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-22-2025.pdf,IDSR Week 22 Bulletin (2025),2026-08-08T00:42:40Z
ICT,38,27,71,22,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-22-2025.pdf,IDSR Week 22 Bulletin (2025),2026-08-08T00:42:40Z
Balochistan,1308,593,45,22,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-22-2025.pdf,IDSR Week 22 Bulletin (2025),2026-08-08T00:42:40Z
GB,409,361,88,22,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-22-2025.pdf,IDSR Week 22 Bulletin (2025),2026-08-08T00:42:40Z
Sindh,2111,2020,96,22,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-22-2025.pdf,IDSR Week 22 Bulletin (2025),2026-08-08T00:42:40Z
National,6971,5112,73,22,2025,https://www.nih.org.pk/wp-content/uploads/2025/08/Weekly_Report-22-2025.pdf,IDSR Week 22 Bulletin (2025),2026-08-08T00:42:40Z
KP,2315,1661,72,21,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-21-2025.pdf,IDSR Week 21 Bulletin (2025),2026-08-08T00:42:42Z
AJK,404,377,93,21,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-21-2025.pdf,IDSR Week 21 Bulletin (2025),2026-08-08T00:42:42Z
ICT,36,27,75,21,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-21-2025.pdf,IDSR Week 21 Bulletin (2025),2026-08-08T00:42:42Z
Balochistan,1304,644,49,21,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-21-2025.pdf,IDSR Week 21 Bulletin (2025),2026-08-08T00:42:42Z
GB,409,375,92,21,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-21-2025.pdf,IDSR Week 21 Bulletin (2025),2026-08-08T00:42:42Z
Sindh,2107,2022,96,21,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-21-2025.pdf,IDSR Week 21 Bulletin (2025),2026-08-08T00:42:42Z
National,6575,5106,78,21,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-21-2025.pdf,IDSR Week 21 Bulletin (2025),2026-08-08T00:42:42Z
KP,2315,1699,73,20,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-20-2025.pdf,IDSR Week 20 Bulletin (2025),2026-08-08T00:42:45Z
AJK,404,380,94,20,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-20-2025.pdf,IDSR Week 20 Bulletin (2025),2026-08-08T00:42:45Z
ICT,36,28,80,20,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-20-2025.pdf,IDSR Week 20 Bulletin (2025),2026-08-08T00:42:45Z
Balochistan,1304,702,57,20,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-20-2025.pdf,IDSR Week 20 Bulletin (2025),2026-08-08T00:42:45Z
GB,405,374,92,20,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-20-2025.pdf,IDSR Week 20 Bulletin (2025),2026-08-08T00:42:45Z
Sindh,2108,2011,95,20,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-20-2025.pdf,IDSR Week 20 Bulletin (2025),2026-08-08T00:42:45Z
National,6572,5194,79,20,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-20-2025.pdf,IDSR Week 20 Bulletin (2025),2026-08-08T00:42:45Z
KP,2315,1699,73,19,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-19-2025.pdf,IDSR Week 19 Bulletin (2025),2026-08-08T00:42:47Z
AJK,404,380,94,19,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-19-2025.pdf,IDSR Week 19 Bulletin (2025),2026-08-08T00:42:47Z
ICT,36,28,78,19,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-19-2025.pdf,IDSR Week 19 Bulletin (2025),2026-08-08T00:42:47Z
Balochistan,1304,702,54,19,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-19-2025.pdf,IDSR Week 19 Bulletin (2025),2026-08-08T00:42:47Z
GB,405,374,92,19,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-19-2025.pdf,IDSR Week 19 Bulletin (2025),2026-08-08T00:42:47Z
Sindh,2108,2011,95,19,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-19-2025.pdf,IDSR Week 19 Bulletin (2025),2026-08-08T00:42:47Z
National,6572,5194,79,19,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-19-2025.pdf,IDSR Week 19 Bulletin (2025),2026-08-08T00:42:47Z
KP,2315,1732,75,18,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-18-2025.pdf,IDSR Week 18 Bulletin (2025),2026-08-08T00:42:50Z
AJK,404,382,95,18,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-18-2025.pdf,IDSR Week 18 Bulletin (2025),2026-08-08T00:42:50Z
ICT,36,28,78,18,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-18-2025.pdf,IDSR Week 18 Bulletin (2025),2026-08-08T00:42:50Z
Balochistan,1304,751,58,18,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-18-2025.pdf,IDSR Week 18 Bulletin (2025),2026-08-08T00:42:50Z
GB,405,373,92,18,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-18-2025.pdf,IDSR Week 18 Bulletin (2025),2026-08-08T00:42:50Z
Sindh,2114,1990,94,18,2025,https://www.nih.org.pk/wp-content/uploads/2025/06/Weekly_Report-18-2025.pdf,IDSR Week 18 Bulletin (2025),2026-08-08T00:42:50Z
